gene_names,protein_name.x,chr.x,start.x,end.x,pg_adsp,pg_ukb_igap,pg_ukb_eadb,pg_ukb_proxy,adsp_size.x,ukb_size.x,pg_X1_adsp,pg_X2_adsp,pnl_X2_adsp,pg_X1_ukb,pg_X2_ukb,pnl_X2_ukb,stage1_r2,stage1_X2_f2,num_snps,num_effect_snps,adsp_size.y,ukb_size.y,gene_ind,uniprot_id,protein_name.y,chr.y,start.y,end.y
APOE,Apolipoprotein E,19,45409011,45412650,0,0,0,0,10454,317354,5.3959557697403e-112,1.83881523451932e-121,1.31748774908041e-12,0,0,2.85719723655717e-77,0.178445553443019,0.00152439519827324,870,151,10454,317354,76,P02649,Apolipoprotein E,19,45409011,45412650
APOF,Apolipoprotein F,12,56754353,56756607,0.406714572975952,0.0771588316268044,0.0334462618268966,0.86010396939113,10454,317378,0.34085470883407,0.134631944533885,0.0781432625759286,0.354609376920465,0.492221323479742,0.453954101864178,0.0149123033033757,4.45476008312015e-05,428,44,10454,317378,77,Q13790,Apolipoprotein F,12,56754353,56756607
APOH,Beta-2-glycoprotein 1,17,64208151,64252643,0.349124988098536,0.932564405852052,0.267975074604414,0.602954127817188,10454,312640,0.581579795509603,0.110207864572392,0.042708465521977,0.938710458816678,0.935887498329875,0.721975628906325,0.133968867759355,0.0117396210878103,1182,346,10454,312640,78,P02749,Beta-2-glycoprotein 1,17,64208151,64252643
APOL1,Apolipoprotein L1,22,36649056,36663576,0.0284457675340233,0.000909807296153475,0.846609228269683,0.00272880411824339,10454,317378,0.00283121879488823,0.0100342253889692,0.589738552600664,0.0228219594223398,0.0640011913452783,0.574198036919305,0.0282895099064801,0.000496001910079206,837,45,10454,317378,79,O14791,Apolipoprotein L1,22,36649056,36663576
APOM,Apolipoprotein M,6,31620193,31625987,0.567692780607622,0.726012799716981,0.505171931188415,0.719015149588796,10454,312558,0.208125296653598,0.0301508293588389,0.0199246628765328,0.693545216186068,0.514997459004833,0.27900897827011,0.0392930297911715,0.00546490144385724,3924,108,10454,312558,80,O95445,Apolipoprotein M,6,31620193,31625987
APPL2,DCC-interacting protein 13-beta,12,105567074,105630016,0.454851258778044,0.0518094918769944,0.00544027039522049,0.0149346550759283,10454,318083,0.0147447349978966,100,100,0.90135247758816,100,100,0.0103550289716082,7.53803068869029e-06,1376,43,10454,318083,81,Q8NEU8,DCC-interacting protein 13-beta,12,105567074,105630016
AREG,Amphiregulin,4,75310851,75320726,0.389133398898025,0.725448255321423,0.361591809256798,0.630671002204248,10454,312825,0.353036801515863,100,100,0.155528294172727,100,100,0.0154032065993596,1.7976458404102e-06,549,34,10454,312825,82,P15514,Amphiregulin,4,75310851,75320726
ARFIP1,Arfaptin-1,4,153701089,153839615,0.31259132339937,0.383101141521762,0.58046227335692,0.936444973740686,10454,317463,0.704398624921523,0.0764495708206799,0.0253754638566944,0.74777205910161,0.302064106805745,0.130141497842759,0.0126051589967231,0.000622443855450285,813,18,10454,317463,83,P53367,Arfaptin-1,4,153701089,153839615
ARG1,Arginase-1,6,131894284,131905472,0.0119479598274062,0.182515383819318,0.114944842904338,0.866739890725244,10454,312893,0.094275666033578,0.00516605433857974,0.00542731808058518,0.231013588886557,0.468827161184661,0.776709341110502,0.0205985223005647,0.00164009725360272,909,100,10454,312893,84,P05089,Arginase-1,6,131894284,131905472
ARHGEF10,Rho guanine nucleotide exchange factor 10,8,1772142,1906807,0.222635611746536,0.407566174470859,0.130777726640318,0.115801845318311,10454,317463,0.126165859633914,0.0200426177701505,0.0192288681601815,0.0335918296309975,0.0506030683890785,0.228186220757812,0.0901737092689802,0.00487145153402705,1546,164,10454,317463,85,O15013,Rho guanine nucleotide exchange factor 10,8,1772142,1906807
ARHGEF5,Rho guanine nucleotide exchange factor 5,7,144052381,144077725,0.668715686510645,0.42853879090949,0.257352948235027,0.455730240978859,10454,318408,0.293651178264414,0.554211171715624,0.780490815582064,0.11691113846644,0.109326065384582,0.1605943331901,0.100775229830924,0.00364069249720894,503,39,10454,318408,86,Q12774,Rho guanine nucleotide exchange factor 5,7,144052381,144077725
ARL2BP,ADP-ribosylation factor-like protein 2-binding protein,16,57279010,57287516,0.061903549990073,0.262352800858554,0.937281077654661,0.728690047165901,10454,318445,0.102443909407124,100,100,0.17513385182711,100,100,0.0100663589240581,8.91309193041151e-05,1143,124,10454,318445,87,Q9Y2Y0,ADP-ribosylation factor-like protein 2-binding protein,16,57279010,57287516
ARSA,Arylsulfatase A,22,51061182,51066607,0.0970843552931886,0.48090851424507,0.0658628711966984,0.814662181248913,10454,312640,0.185786530800854,0.406460011085416,0.823231954941901,0.4843958718862,0.653783218190308,0.547946567204789,0.298123116528626,0.147686859403149,770,230,10454,312640,88,P15289,Arylsulfatase A,22,51061182,51066607
ARSB,Arylsulfatase B,5,78073032,78281910,0.573687603772285,0.843879623239543,0.673722104274803,0.262246241122568,10454,312825,0.117831806158043,0.132123991418233,0.205596961226137,0.174945362426282,0.322594319383857,0.515605747584517,0.0725323827403407,0.00100627787118177,998,121,10454,312825,89,P15848,Arylsulfatase B,5,78073032,78281910
ART3,Ecto-ADP-ribosyltransferase 3,4,76932337,77033955,0.368396048385193,0.50556999339091,0.123921323860374,0.892672976304571,10454,312497,0.699991462491966,0.850948385232475,0.676295753627721,0.133619027765301,0.274852294310826,0.563839660180055,0.0651526466163398,0.001884486677887,1215,194,10454,312497,90,Q13508,Ecto-ADP-ribosyltransferase 3,4,76932337,77033955
ASAH1,Acid ceramidase,8,17913934,17942494,0.843160128669664,0.797898527018596,0.929664523846755,0.115975599346835,10454,317712,0.590026583275594,0.29920242355684,0.145113497177839,0.714822568103943,0.402907388860566,0.194316059167099,0.1080505221916,0.00396501725360475,1277,158,10454,317712,91,Q13510,Acid ceramidase,8,17913934,17942494
ASAH2,Neutral ceramidase,10,51942538,52008370,0.368955613752171,0.27091335942361,0.889242835138706,0.663185935570002,10454,312918,0.96303547901866,0.319606854026609,0.131130443429287,0.67774544287865,0.210863869689352,0.0863890287816492,0.307533163835027,0.123693700939996,648,323,10454,312918,92,Q9NR71,Neutral ceramidase,10,51942538,52008370
ASGR1,Asialoglycoprotein receptor 1,17,7076750,7082883,0.982999087240963,0.748652840836881,0.851552065960838,0.539358731304106,10454,312918,0.553902000103343,100,100,0.198667535872524,100,100,0.0167285134273192,5.70522222893867e-06,1035,25,10454,312918,93,P07306,Asialoglycoprotein receptor 1,17,7076750,7082883
ASGR2,Asialoglycoprotein receptor 2,17,7004641,7019019,0.847897122637518,0.465507456355826,0.460315654411933,0.981380606413903,10454,317378,0.952898468134415,0.772313515791633,0.473749949522388,0.254454926932109,0.338168078390516,0.351025192785502,0.0607874101506153,0.000115654936294129,1066,119,10454,317378,94,P07307,Asialoglycoprotein receptor 2,17,7004641,7019019
ASPN,Asporin,9,95218487,95244788,0.459168897298075,0.948983144606008,0.354474092751163,0.0856588035475503,10454,317414,0.613844324669768,100,100,0.686623448705215,100,100,0.0295222979424468,3.36863138526275e-05,760,123,10454,317414,95,Q9BXN1,Asporin,9,95218487,95244788
ASPSCR1,Tether containing UBX domain for GLUT4,17,79934683,79975282,0.806331968670832,0.731710886706159,0.213807689089326,0.956293974278047,10454,317463,0.785311883214249,0.91721071996867,0.753478330675015,0.358594234116832,0.614348455400905,0.716802807543797,0.0229604436975758,0.00049370360491584,889,31,10454,317463,96,Q9BZE9,Tether containing UBX domain for GLUT4,17,79934683,79975282
ASRGL1,Isoaspartyl peptidase/L-asparaginase,11,62104920,62160882,0.554912349833673,0.047647337769987,0.412210832730097,0.0798778119576056,10454,318239,0.0999296474737512,0.20175632753179,0.481781008622859,0.779281229772792,0.264733010237363,0.108254506949884,0.0762500157445581,0.000649804210955116,704,40,10454,318239,97,Q7L266,Isoaspartyl peptidase/L-asparaginase,11,62104920,62160882
ATRAID,All-trans retinoic acid-induced differentiation factor,2,27434895,27440046,0.818320883981327,0.0146185111875833,0.198396293655956,0.11980726695166,10454,317541,0.845834371472822,0.926786191069428,0.735350155745274,0.441772563736502,0.554261460360937,0.442975096480619,0.0412655300746629,0.000333223788416961,379,92,10454,317541,98,Q6UW56,All-trans retinoic acid-induced differentiation factor,2,27434895,27440046
ATRN,"Attractin, Isoform 2",20,3451687,3631769,0.888832102489394,0.833690348098994,0.90364026261974,0.974651484254489,10454,317354,0.85731049191598,0.905731218475086,0.683969764699691,0.204987654992756,0.332167021394753,0.439434448698342,0.203688681357277,0.0614780995618351,1624,103,10454,317354,99,O75882-2,"Attractin, Isoform 2",20,3451687,3631769
ATXN3,Ataxin-3,14,92524896,92572965,0.869370904777735,0.41797843641978,0.162853757812172,0.770878617481132,10454,317485,0.19873248343517,0.413240509759758,0.733569199128842,0.517293415241534,0.416840504334996,0.248660180656026,0.0577214319955354,0.000508125856794278,1632,27,10454,317485,100,P54252,Ataxin-3,14,92524896,92572965
AXL,Tyrosine-protein kinase receptor UFO,19,41725108,41767671,0.930912088961983,0.54877627335291,0.800129442401387,0.49910086393993,10454,312497,0.978786159417475,0.753795375325985,0.452438921851429,0.0724405437502034,0.19732814311483,0.890526856778281,0.0280850071931327,0.000220671288993967,850,86,10454,312497,101,P30530,Tyrosine-protein kinase receptor UFO,19,41725108,41767671
B3GNT7,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7",2,232260254,232265875,0.557992827566021,0.882986494836777,0.502966176101906,0.23967485231656,10454,318239,0.359037274697806,0.656646619468093,0.999220680550697,0.671000902345554,0.60051584720913,0.359540413545442,0.237887925961159,0.0171964261566815,902,114,10454,318239,102,Q8NFL0,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7",2,232260254,232265875
B4GALT1,"Beta-1,4-galactosyltransferase 1",9,33104080,33167354,0.622332045092574,0.344500458215239,0.482026449193921,0.865326201390242,10454,312493,0.319195763981335,0.562279317413332,0.689788920203645,0.0425184795626159,0.016174065036046,0.04202374291358,0.0214179804802088,9.92676405347042e-06,1426,54,10454,312493,103,P15291,"Beta-1,4-galactosyltransferase 1",9,33104080,33167354
B4GAT1,"Beta-1,4-glucuronyltransferase 1",11,66112843,66115163,0.442071621661043,0.131198728942478,0.902591251202059,0.211750447050106,10454,312640,0.377184061980018,100,100,0.341573429642251,100,100,0.0358341495287563,2.91238281279694e-05,410,94,10454,312640,104,O43505,"Beta-1,4-glucuronyltransferase 1",11,66112843,66115163
BCAM,Basal cell adhesion molecule,19,45312328,45324673,0.285184592689504,0.0474883104086931,0.00145448246533575,0.00209244894461219,10454,312640,0.00997325147911754,0.036159432423838,0.986543547862127,0.203289012716072,0.00191894168688197,0.000965095112947731,0.0454523021326784,0.00063840204793307,891,134,10454,312640,105,P50895,Basal cell adhesion molecule,19,45312328,45324673
BCAN,Brevican core protein,1,156611182,156629324,0.911353402974924,0.96999992864821,0.414912809702732,0.610309030309664,10454,312918,0.785749211239325,0.78042272816547,0.515976374772304,0.456032519588889,0.734146829930142,0.802620697487458,0.015368695267433,8.86628415008118e-05,770,131,10454,312918,106,Q96GW7,Brevican core protein,1,156611182,156629324
BCAT1,"Branched-chain-amino-acid aminotransferase, cytosolic",12,24964295,25102393,0.273465689039632,0.114742426266298,0.144689737047577,0.0139377817263144,10454,317414,0.378787738874544,0.678125234081807,0.962158870020368,0.778781013535042,0.959944323664125,0.957418618183884,0.0823781141205745,0.00117173124828779,1388,172,10454,317414,107,P54687,"Branched-chain-amino-acid aminotransferase, cytosolic",12,24964295,25102393
BCHE,Cholinesterase,3,165490692,165555260,0.87334263520858,0.829613242293388,0.854770450229066,0.960953144916929,10454,317937,0.830896781054974,0.773644646451843,0.494065288129521,0.776812887286288,0.429206048526379,0.204312532168127,0.158464005135776,0.00436606415099289,1336,74,10454,317937,108,P06276,Cholinesterase,3,165490692,165555260
BCL2L15,Bcl-2-like protein 15,1,114420790,114430169,0.0261397992016518,0.180752942369427,0.0885442545489572,0.088998797526347,10454,318326,0.771340837128246,0.875302080082321,0.669739547628312,0.0400286063231618,0.119637299028917,0.862680582027116,0.0145562304769373,7.18523162343563e-05,752,39,10454,318326,109,Q5TBC7,Bcl-2-like protein 15,1,114420790,114430169
BGLAP,Osteocalcin,1,156211753,156213112,0.336139021410405,0.0734886128333218,0.245904616375031,0.280937130203021,10454,317421,0.155634297490902,100,100,0.555810742090675,100,100,0.0109711611271368,1.7313915132235e-05,468,29,10454,317421,110,P02818,Osteocalcin,1,156211753,156213112
BLMH,Bleomycin hydrolase,17,28575218,28619074,0.63853766848136,0.0801514539316837,0.0708151248510361,0.0894873758686597,10454,312214,0.0197871747939935,0.0660149913348675,0.941245029417336,0.0495210023744193,0.0927611781188849,0.343357525010432,0.15694831264069,0.00212748912387254,614,102,10454,312214,111,Q13867,Bleomycin hydrolase,17,28575218,28619074
BMP10,Bone morphogenetic protein 10,2,69092613,69098649,0.312984052585332,0.235098606876036,0.275683275169703,0.173290909577898,10454,318083,0.00411581359261319,0.000706142321891184,0.0122143909897884,0.154352790767941,0.179937620409171,0.236457020115555,0.0438560772875603,0.0612115691210908,1002,281,10454,318083,112,O95393,Bone morphogenetic protein 10,2,69092613,69098649
BMP6,Bone morphogenetic protein 6,6,7727030,7881655,0.388425436344997,0.210897212819589,0.291088496343074,0.854561606564655,10454,313383,0.733076254579229,100,100,0.248350499485583,100,100,0.010901026323404,5.61661683003266e-06,1605,79,10454,313383,113,P22004,Bone morphogenetic protein 6,6,7727030,7881655
BMPER,BMP-binding endothelial regulator protein,7,33944523,34195484,0.538377449475643,0.155487996852824,0.916528527035981,0.936485337718146,10454,318083,0.815827862245816,100,100,0.500267927413541,100,100,0.0418963545774567,0.000105795479143631,837,114,10454,318083,114,Q8N8U9,BMP-binding endothelial regulator protein,7,33944523,34195484
BOC,Brother of CDO,3,112929850,113006303,0.316051368806083,0.696701922119121,0.580706866755161,0.0617646398051475,10454,313327,0.691314827987162,100,100,0.830742228490008,100,100,0.0321399716275762,2.00314682163685e-05,1155,175,10454,313327,115,Q9BWV1,Brother of CDO,3,112929850,113006303
BPIFA2,BPI fold-containing family A member 2,20,31749574,31769218,0.844584449596034,0.409445036931396,0.983850961775265,0.891488708287819,10454,319332,0.517612853859994,0.65337414199944,0.510734056662964,0.745216623780942,0.745197855226713,0.487239769974141,0.0154926528174848,7.89915962935621e-06,663,84,10454,319332,116,Q96DR5,BPI fold-containing family A member 2,20,31749574,31769218
BPIFB1,BPI fold-containing family B member 1,20,31861286,31897684,0.886811711837194,0.418025773055847,0.391193085718778,0.414588302952204,10454,312728,0.726724423334652,0.0100350872869668,0.00258311815143236,0.0754738063088286,0.106137168540467,0.249468325052101,0.138373552607977,0.00451728984309628,646,229,10454,312728,117,Q8TDL5,BPI fold-containing family B member 1,20,31861286,31897684
BPIFB2,BPI fold-containing family B member 2,20,31595406,31611515,0.589211546109763,0.190223660922659,0.659352166516094,0.453138259637284,10454,317480,0.884838226737184,0.328658427049754,0.137618334613587,0.729562600738544,0.138846246163764,0.0503652625086347,0.0840988803177959,0.0135417284928364,682,92,10454,317480,118,Q8N4F0,BPI fold-containing family B member 2,20,31595406,31611515
BRSK2,Serine/threonine-protein kinase BRSK2,11,1411129,1483919,0.160236409804959,0.958814720818569,0.817014197698896,0.942453063256916,10454,317463,0.0821589372875451,0.107708973199579,0.230941561927657,0.0163546274145057,0.0517906937536058,0.692158567970388,0.163526377177698,0.0362618370790885,1497,104,10454,317463,119,Q8IWQ3,Serine/threonine-protein kinase BRSK2,11,1411129,1483919
BST1,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2,4,15704573,15739936,0.293264446242444,0.411142291748029,0.761582297689072,0.857781833719711,10454,312346,0.218109577567257,0.0560494317984098,0.0393395076149601,0.409324998800199,0.612682141602517,0.584473446310345,0.712141493874955,0.260895406955226,1123,280,10454,312346,120,Q10588,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2,4,15704573,15739936
BTC,Probetacellulin,4,75669969,75719896,0.673693593959909,0.682571009688001,0.615714307610786,0.44566958111384,10454,313474,0.71991722885471,0.702182593198272,0.446889070166588,0.530672407478731,0.751916334085619,0.673827956670664,0.106886739979383,0.00149081837222873,828,177,10454,313474,121,P35070,Probetacellulin,4,75669969,75719896
BTD,Biotinidase,3,15642848,15687329,0.0402432605913045,0.300320025957138,0.758116092982053,0.144319569551353,10454,317354,0.360336746960777,0.412773187179281,0.334087139233703,0.814689792385909,0.0878959428655972,0.0283236026683318,0.286922571369362,0.18311819933184,1010,321,10454,317354,122,P43251,Biotinidase,3,15642848,15687329
