gene_name,chr.x,TSS.x,TES.x,pg_adsp,pg_ukb_igap,pg_ukb_eadb,pg_ukb_proxy,adsp_size.x,ukb_size.x,gene_ind.x,ensembl,gene_names,pg_X1_adsp,pg_X2_adsp,pnl_X2_adsp,pg_X1_ukb,pg_X2_ukb,pnl_X2_ukb,stage1_r2,stage1_X2_f2,num_snps_original,num_snps_common,adsp_size.y,ukb_size.y,gene_ind.y,chr.y,TSS.y,TES.y
AC006946.16,22,17067820,17067821,0.723080396218144,0.244869945900174,0.410101358506371,0.247167875982439,10454,367182,8648,ENSG00000273203.1,ENSG00000273203.1,0.535811119093278,100,100,0.520742874231069,100,100,0.020262958287674,0.0122699542840212,2681,1151,10454,367182,8647,22,17067820,17067821
AC007106.1,4,27985062,27985063,0.602587089508523,0.650107447020939,0.383916841414729,0.371532917456414,10454,367182,7485,ENSG00000251410.1,ENSG00000251410.1,0.825116395822696,100,100,0.518743574933456,100,100,0.10347743856946,0.000269243646432054,2593,1186,10454,367182,7484,4,27985062,27985063
AC007204.2,19,19956737,19956738,0.380912685777892,0.997571656430008,0.948370315297228,0.862658475958357,10454,367182,8216,ENSG00000267268.1,ENSG00000267268.1,0.895280344679067,0.871885506517269,0.612287334646885,0.051923612609289,0.0942452239770346,0.330871010817689,0.0222032667883747,0.00542244071229294,2229,790,10454,367182,8215,19,19956737,19956738
AC007228.11,19,56567410,56567411,0.220890063505602,0.553972468672453,0.394565633513759,0.742646110889169,10454,367182,8340,ENSG00000269696.1,ENSG00000269696.1,0.809465540726385,100,100,0.0326933600723666,100,100,0.396114544071414,0.000151173614084976,2400,1172,10454,367182,8339,19,56567410,56567411
AC007246.3,2,39436636,39436637,0.399398998264144,0.554287120095612,0.865038253770364,0.698197973037842,10454,367182,6632,ENSG00000231312.6,ENSG00000231312.6,0.800400159855474,0.395370517465977,0.180699878824842,0.814146484274319,0.221906150524192,0.0855733991420452,0.0420350211282679,1.97542987119269e-05,1278,412,10454,367182,6631,2,39436636,39436637
AC007278.3,2,102438712,102438713,0.309207078828968,0.326459483456866,0.253234964414853,0.373619664699033,10454,367182,6818,ENSG00000234389.1,ENSG00000234389.1,0.366002833420913,0.388415748403382,0.300008803521051,0.956005890340069,0.997934234544452,0.973632622724722,0.0304555798174433,0.00538280492799982,2287,1151,10454,367182,6817,2,102438712,102438713
AC007292.6,19,4363878,4363879,0.902230670739728,0.462865607662167,0.517510798027447,0.486990138963513,10454,367182,8270,ENSG00000267980.1,ENSG00000267980.1,0.556179313813004,100,100,0.851450207255222,100,100,0.0959621611761471,0.000307799664885575,2370,1160,10454,367182,8269,19,4363878,4363879
AC007319.1,2,187191834,187191835,0.540072644579172,0.114738874515352,0.172502411914065,0.20031589941043,10454,367182,6210,ENSG00000224063.5,ENSG00000224063.5,0.139973522274317,0.333174670749675,0.887453842414067,0.293177488269124,0.235183062268657,0.180949438254166,0.01163420211695,0.00466268397154321,1617,759,10454,367182,6209,2,187191834,187191835
AC007405.6,2,170771112,170771113,0.599686047681951,0.583192348478498,0.572238777371394,0.33717703629473,10454,367182,7055,ENSG00000239467.5,ENSG00000239467.5,0.519983728487352,100,100,0.732439514829334,100,100,0.0241011117411607,0.00227866086252095,2125,813,10454,367182,7054,2,170771112,170771113
AC007563.3,2,216799607,216799608,0.894535968905584,0.356892757053306,0.374848749897582,0.332877841601756,10454,367182,6524,ENSG00000229352.1,ENSG00000229352.1,0.285705658144785,100,100,0.082189717505831,100,100,0.0249393993621489,0.0181936925355496,1881,867,10454,367182,6523,2,216799607,216799608
AC007566.10,7,92461318,92461319,0.338518492768233,0.276168781372601,0.922141452657575,0.637415824416413,10454,367182,7229,ENSG00000244055.1,ENSG00000244055.1,0.93923675701309,0.431165828645268,0.195372290145668,0.880414119856955,0.726384921344835,0.432270215177151,0.0336429174631118,0.0066012382875907,933,463,10454,367182,7228,7,92461318,92461319
AC007743.1,2,56185769,56185770,0.379935342213032,0.881593770260338,0.223297018634978,0.405069933902542,10454,367182,6748,ENSG00000233251.7,ENSG00000233251.7,0.111746439204197,100,100,0.977792771269153,100,100,0.0317901075373707,0.0047495514332841,2400,1071,10454,367182,6747,2,56185769,56185770
AC007966.1,2,185740478,185740479,0.836216976535194,0.796117579863551,0.97214052454142,0.573962429597353,10454,367182,6385,ENSG00000226747.6,ENSG00000226747.6,0.545513374052765,100,100,0.00824578257629467,100,100,0.436472645513808,0.00279856412315421,1977,1238,10454,367182,6384,2,185740478,185740479
AC008060.7,7,155382075,155382076,0.41169673723539,0.290599683757731,0.236700420746396,0.730026045725297,10454,367182,6133,ENSG00000218672.1,ENSG00000218672.1,0.565961818772073,0.425735313987052,0.240384350573349,0.16047551297218,0.236850713330026,0.339872449143151,0.488065691762351,0.0591052918281409,2957,1451,10454,367182,6132,7,155382075,155382076
AC008073.7,2,24175004,24175005,0.567894436091765,0.309595544198902,0.848871390596412,0.730376968981511,10454,367182,6701,ENSG00000232642.1,ENSG00000232642.1,0.83656173632029,100,100,0.762508030819722,100,100,0.0560354557030814,0.000781012291921738,1601,778,10454,367182,6700,2,24175004,24175005
AC008592.3,5,95835045,95835046,0.448909540122996,0.504552168948013,0.624183843871969,0.677533011338599,10454,367182,7466,ENSG00000251000.1,ENSG00000251000.1,0.992884970512504,100,100,0.730403152996404,100,100,0.0348259936487946,2.10442238852203e-05,1423,715,10454,367182,7465,5,95835045,95835046
AC008592.8,5,95849308,95849309,0.147001056792253,0.90359567671193,0.87996536923881,0.274254912645085,10454,367182,8478,ENSG00000272021.1,ENSG00000272021.1,0.381889642116625,100,100,0.38865366590839,100,100,0.125233506615303,3.09762859013232e-07,1415,713,10454,367182,8477,5,95849308,95849309
AC008746.12,19,54439543,54439544,0.972865257192912,0.847547236526661,0.227886792743565,0.0626880742064685,10454,367182,8267,ENSG00000267838.2,ENSG00000267838.2,0.733536569110187,0.269671434969669,0.11347838824609,0.249498444791594,0.218343805198494,0.19004634853213,0.158921319418148,0.00452454496364024,3728,1079,10454,367182,8266,19,54439543,54439544
AC009005.2,19,572227,572228,0.353973625952078,0.907922461889133,0.973008134103131,0.696418039232111,10454,367182,8260,ENSG00000267751.5,ENSG00000267751.5,0.36591609842175,0.0157780887700469,0.00623721011371624,0.602226302907441,0.23378731809614,0.104529917895809,0.164908823025036,0.000130400255663563,2891,1239,10454,367182,8259,19,572227,572228
AC009120.6,16,74335345,74335346,0.846604503468118,0.347309075984626,0.35798428266826,0.388143599240514,10454,367182,7873,ENSG00000259972.2,ENSG00000259972.2,0.348447663469936,100,100,0.10881586508867,100,100,0.0229162593630853,0.00632556818102266,1806,789,10454,367182,7872,16,74335345,74335346
AC009133.12,16,29821251,29821252,0.826594216406695,0.321658696473265,0.88310894929128,0.788688787577322,10454,367182,7022,ENSG00000238045.9,ENSG00000238045.9,0.111861007981922,100,100,0.351053424769646,100,100,0.029871983024806,0.000643452818915173,670,260,10454,367182,7021,16,29821251,29821252
AC009299.5,2,161341325,161341326,0.484322394175342,0.71970998277231,0.731982520916696,0.923665310410983,10454,367182,6688,ENSG00000232320.6,ENSG00000232320.6,0.609300492750269,0.842054419577589,0.773757787623091,0.641836331519363,0.0210490160816083,0.0061512759400627,0.0155995812452321,0.0150074405241913,1575,926,10454,367182,6687,2,161341325,161341326
AC009403.2,7,155645204,155645205,0.451981800587416,0.274480846616766,0.329529058638445,0.438002381956338,10454,367182,6115,ENSG00000216895.9,ENSG00000216895.9,0.254357036697473,100,100,0.0189607535327137,100,100,0.0100023277837067,0.000922805857642128,3104,1502,10454,367182,6114,7,155645204,155645205
AC009404.2,2,117833936,117833937,0.0499728232636329,0.025401734648514,0.00788468403609977,0.00635203058177514,10454,367182,6929,ENSG00000236255.1,ENSG00000236255.1,0.171883165126785,0.374763840295143,0.755995864764242,0.0658084578076548,0.18341556012743,0.93138240676452,0.0889117901529686,0.00794506059230786,2480,1149,10454,367182,6928,2,117833936,117833937
AC009501.4,2,63048639,63048640,0.85286478458155,0.228209111801913,0.259676698338521,0.0501957798532609,10454,367182,6647,ENSG00000231609.5,ENSG00000231609.5,0.531547423785043,100,100,0.00103789662365887,100,100,0.0128160063888962,0.000161107230263981,1257,605,10454,367182,6646,2,63048639,63048640
AC010127.3,2,165957398,165957399,0.131775260181124,0.624555801505713,0.664558208466913,0.657847927580641,10454,367182,6925,ENSG00000236107.7,ENSG00000236107.7,0.663970688170847,100,100,0.26959023610002,100,100,0.0127382830165234,0.0397424015958294,1908,1017,10454,367182,6924,2,165957398,165957399
AC010226.4,5,115602056,115602057,0.0970326305894528,0.142898645558142,0.668192913200093,0.9141611423988,10454,367182,7374,ENSG00000249249.1,ENSG00000249249.1,0.464284695997125,100,100,0.895461514585802,100,100,0.0126911312375082,0.00165367585255654,2339,1138,10454,367182,7373,5,115602056,115602057
AC010492.2,19,54229035,54229036,0.414535099965952,0.876913098866511,0.396609783851065,0.46252914668071,10454,367182,6862,ENSG00000235081.1,ENSG00000235081.1,0.513941608778478,100,100,0.0501860791224448,100,100,0.0382341103192678,0.0199175996483884,3234,1166,10454,367182,6861,19,54229035,54229036
AC010504.2,19,34359411,34359412,0.910222614608164,0.778219869411252,0.985164763721723,0.503786002973153,10454,367182,8209,ENSG00000267219.1,ENSG00000267219.1,0.3889919552608,100,100,0.0719656540526005,100,100,0.0299991072908624,0.00528684569701437,2026,910,10454,367182,8208,19,34359411,34359412
AC010524.2,19,49388080,49388081,0.178004930699758,0.517655396602011,0.357309767219795,0.15882669485834,10454,367182,8299,ENSG00000268686.1,ENSG00000268686.1,0.739131057030753,100,100,0.781753157769388,100,100,0.0211127044386357,0.0192339856204103,1916,968,10454,367182,8298,19,49388080,49388081
AC010731.4,2,206642417,206642418,0.294331681793328,0.904839197434196,0.964524762063018,0.835810425256942,10454,367182,6869,ENSG00000235118.7,ENSG00000235118.7,0.857700846841318,100,100,0.48722970030127,100,100,0.0236289963430455,0.0027398901628733,2100,1079,10454,367182,6868,2,206642417,206642418
AC010884.1,2,105038495,105038496,0.76060941688408,0.541210683649322,0.280261002438697,0.369517311657438,10454,367182,6238,ENSG00000224509.2,ENSG00000224509.2,0.705463973514057,100,100,0.122888327696859,100,100,0.0120482603442346,0.00142472662646907,1980,1195,10454,367182,6237,2,105038495,105038496
AC010975.1,2,79500843,79500844,0.524388732309157,0.94286992828137,0.26912340469105,0.992150609464218,10454,367182,6527,ENSG00000229385.1,ENSG00000229385.1,0.668350919182391,100,100,0.209239399275463,100,100,0.0123954490840607,3.04305346483185e-05,2890,1595,10454,367182,6526,2,79500843,79500844
AC011330.5,15,43684338,43684339,0.540245338268545,0.198358629916565,0.230787017309949,0.987337215862489,10454,367182,7407,ENSG00000249839.1,ENSG00000249839.1,0.131543885918921,100,100,0.458135873652113,100,100,0.102719986820393,0.0121266145454506,1023,176,10454,367182,7406,15,43684338,43684339
AC011380.8,5,140594569,140594570,0.776980460773458,0.0631691559614338,0.00408311151240337,0.0731180292023935,10454,367182,9169,ENSG00000283602.1,ENSG00000283602.1,0.0726449563483928,100,100,0.0754412747106334,100,100,0.19979281157648,0.00540807139480069,1253,844,10454,367182,9168,5,140594569,140594570
AC011524.1,19,28883429,28883430,0.96018205857884,0.0511547738212321,0.885532344969458,0.0172754777674413,10454,367182,8246,ENSG00000267528.1,ENSG00000267528.1,0.0232547542908017,100,100,0.355476448219759,100,100,0.0273095394231262,0.00100752244523647,2950,1332,10454,367182,8245,19,28883429,28883430
AC012146.7,17,5111467,5111468,0.35805076843241,0.976528427729729,0.555809050523278,0.396272807363118,10454,367182,6813,ENSG00000234327.7,ENSG00000234327.7,0.286047601156839,0.423460102060082,0.44612125044259,0.0155946524551779,0.0500305782196687,0.70606728959077,0.110342567088003,0.00608990070851835,2310,979,10454,367182,6812,17,5111467,5111468
AC012360.4,2,105324209,105324210,0.495743535752466,0.717041817266864,0.909185665606543,0.428421444137483,10454,367182,6886,ENSG00000235319.1,ENSG00000235319.1,0.96077107935474,0.943180751003354,0.735000005983215,0.194345186108416,0.152383589595639,0.149402471365869,0.0231198347624714,0.0142582794579309,2501,1468,10454,367182,6885,2,105324209,105324210
AC012442.5,2,112614212,112614213,0.117632675353006,0.689247814572648,0.732779552332517,0.697853123565451,10454,367182,7196,ENSG00000243389.1,ENSG00000243389.1,0.769681788524245,100,100,0.0892408964748005,100,100,0.124438985379245,0.00646798469731249,1863,861,10454,367182,7195,2,112614212,112614213
AC012507.3,2,230886499,230886500,0.0683688593015486,0.114152934737116,0.320117711323328,0.401277003553328,10454,367182,6698,ENSG00000232520.1,ENSG00000232520.1,0.271337574277325,0.51071957360635,0.714372979082648,0.062218971971342,0.144649303173006,0.532475694525393,0.0103741927901965,0.00620742087911065,2379,1030,10454,367182,6697,2,230886499,230886500
AC013460.1,2,7421260,7421261,0.541234820321088,0.808604774474607,0.948470396088169,0.965228438784792,10454,367182,6542,ENSG00000229727.6,ENSG00000229727.6,0.906986896401552,100,100,0.178474837130748,100,100,0.0577402076976516,0.000875647497363045,2245,1060,10454,367182,6541,2,7421260,7421261
AC016582.2,19,37855214,37855215,0.031152524886444,0.357640784024863,0.338829359618783,0.449271615899181,10454,367182,6330,ENSG00000225868.7,ENSG00000225868.7,0.387504113673578,0.46695648088656,0.378282052446908,0.820022084167042,0.964567762666383,0.886462529499244,0.0309327931015028,0.00756532051806892,1623,743,10454,367182,6329,19,37855214,37855215
AC018641.7,7,32457757,32457758,0.951878530735824,0.879007531950968,0.768683833253996,0.363664215336356,10454,367182,6370,ENSG00000226468.2,ENSG00000226468.2,0.812069882536607,100,100,0.084804010013113,100,100,0.037180576399061,0.0111270917689677,2995,1518,10454,367182,6369,7,32457757,32457758
AC018755.17,19,51599288,51599289,0.880984864267398,0.793865492578733,0.84297885354683,0.542241081916036,10454,367182,8265,ENSG00000267808.1,ENSG00000267808.1,0.713795165963061,100,100,0.601070041829841,100,100,0.036104905266997,0.000860429518892631,2811,1358,10454,367182,8264,19,51599288,51599289
AC018816.3,3,4887292,4887293,0.770796360308385,0.739246952377246,0.736940831876106,0.736846764359655,10454,367182,6918,ENSG00000235978.6,ENSG00000235978.6,0.769420901145247,0.395007031862191,0.183172308963167,0.867840955568557,0.892887802762812,0.65561102408507,0.0207297536539822,0.0190786355695628,2513,1002,10454,367182,6917,3,4887292,4887293
AC022153.1,19,27902594,27902595,0.354087964939712,0.122304366800023,0.918771449393097,0.0620283250554458,10454,367182,8253,ENSG00000267623.3,ENSG00000267623.3,0.679685907900208,0.259251195198542,0.111748139686894,0.0302749137757754,0.00131901790629527,0.00342100826633047,0.0661820711119048,0.00628421621624681,3119,1794,10454,367182,8252,19,27902594,27902595
AC022182.1,8,60910052,60910053,0.51661350421548,0.160883888262337,0.629112407307847,0.841313767983534,10454,367182,7600,ENSG00000254777.5,ENSG00000254777.5,0.43549290992247,0.557802780497302,0.454513244789959,0.526558953238824,0.804272604973991,0.852422109116672,0.0314741777073739,9.63955799656859e-05,1892,713,10454,367182,7599,8,60910052,60910053
AC023137.2,2,20451041,20451042,0.382829639496445,0.0805315656141436,0.0893371156188997,0.010768369802354,10454,367182,6507,ENSG00000228950.1,ENSG00000228950.1,0.128154405968519,100,100,0.145653737085574,100,100,0.0214954636681073,0.00348604932288459,2225,1064,10454,367182,6506,2,20451041,20451042
AC024560.3,3,197627905,197627906,0.178302492702403,0.701648625697483,0.210053947382271,0.520894459311817,10454,367182,6029,ENSG00000214135.8,ENSG00000214135.8,0.564834316751098,100,100,0.0293673035751054,100,100,0.129289731094705,0.00185716361189018,1990,835,10454,367182,6028,3,197627905,197627906
AC024937.4,3,195996737,195996738,0.640398353248587,0.687801521413254,0.0890482637516766,0.845584603742476,10454,367182,6642,ENSG00000231464.1,ENSG00000231464.1,0.0945742221137361,100,100,0.457326027521011,100,100,0.179430184553488,0.00329656821046784,2489,971,10454,367182,6641,3,195996737,195996738
AC024937.6,3,195937242,195937243,0.769177467271775,0.991469902821174,0.602189463248801,0.851707814742938,10454,367182,6641,ENSG00000231443.2,ENSG00000231443.2,0.132738012539809,0.303690656319253,0.725368994658783,0.0557251137535818,0.0736915379160739,0.212327856363001,0.16140914045434,0.0193514373110342,2457,939,10454,367182,6640,3,195937242,195937243
AC027612.6,2,91659971,91659972,0.63732829645453,0.516491322705736,0.789573856513955,0.210914670204634,10454,367182,2824,ENSG00000143429.10,ENSG00000143429.10,0.970638175644861,100,100,0.0004973475227579,100,100,0.0871794357795486,0.00161606419867667,272,62,10454,367182,2823,2,91659971,91659972
AC034220.3,5,132369647,132369648,0.88005554103945,0.130878789507814,0.0681554391174446,0.0303531052583235,10454,367182,6731,ENSG00000233006.6,ENSG00000233006.6,0.0636153765819345,0.00770141673203186,0.0121281520074918,0.329126451775215,0.190686523730213,0.124329474621194,0.415125921050233,0.00593326565718416,1578,572,10454,367182,6730,5,132369647,132369648
AC034243.1,5,138753308,138753309,0.316292806804141,0.825752336443953,0.909293985371391,0.886873081856629,10454,367182,7523,ENSG00000253404.1,ENSG00000253404.1,0.20554626748938,0.341163947784998,0.459007670187769,0.448221629302523,0.178819251006113,0.090378917366507,0.331367718937827,0.0116594819033821,1185,673,10454,367182,7522,5,138753308,138753309
AC062028.1,2,11132820,11132821,0.707679056508239,0.317095087326228,0.442737115510627,0.205269150509507,10454,367182,2921,ENSG00000145063.14,ENSG00000145063.14,0.571553273861898,100,100,0.881125049279874,100,100,0.029778299096386,0.000621974401184557,2410,1020,10454,367182,2920,2,11132820,11132821
